title_idx,winner,loser
25,3,2
45,5,4
73,2,4
73,3,4
39,5,2
1,1,5
17,0,4
83,5,3
15,1,2
41,5,1
89,0,4
55,0,2
47,5,0
31,0,2
14,0,3
19,3,5
42,0,3
53,1,2
57,3,0
62,1,4
4,2,3
12,1,2
89,5,4
34,0,5
26,2,3
45,5,4
65,2,5
25,5,4
44,0,4
51,2,5
42,4,1
