title_idx,winner,loser
74,4,5
12,4,1
94,3,4
71,5,1
11,5,4
73,5,3
81,5,1
30,1,2
46,4,2
84,5,2
40,0,1
50,1,0
95,5,1
49,1,2
24,4,0
14,2,3
71,0,3
69,3,1
11,1,4
64,4,2
